patch_url,download_link,mission_name,description
https://www.nasa.gov/image-detail/amf-0600010/,https://images-assets.nasa.gov/image/0600010/0600010~large.jpg?w=1502&h=1920&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"In the STS-89 crew insignia, the link between the United States and Russia is symbolically represented by the Space Shuttle Endeavour and Russia's Mir Space Station orbiting above the Bering Strait between Siberia and Alaska. The success of the joint United States-Russian missions is depicted by the Space Shuttle and Mir colored by the rising sun in the background. A shadowed representation of the International Space Station (ISS) rising with the sun represents the future program for which the Shuttle-Mir missions are prototypes. The inside rim of the insignia describes the outline of the number eight representing STS-89 as the eighth Shuttle/Mir docking mission. The nine stars represent the nine joint missions to be flown of the program and when combined with the number eight in the rim, reflect the mission number. The nine stars also symbolize the children of the crew members who will be the future beneficiaries of the joint development work of the space programs of the two countries. Along the rim are the crew members' names with David A. Wolf's name on the left and Andrew S. W. Thomas' name on the right, the returning and upgoing cosmonaut guest researcher crew members. In between and at the bottom is the name of Salizan S. Sharipov, payload specialist representing Russian Space Agency (RSA), in Cyrillic alphabet. The other crew members are Terrence W. Wilcutt, commander; Joe F. Edwards, Jr., pilot; and mission specialists Michael P. Anderson, Bonnie J. Dunbar, and James F. Reilly. The red, white and blue of the rim reflect the colors of the American and Russian flags which are also represented in the rim on either side of the joined spacecraft."
https://www.nasa.gov/image-detail/amf-0500974-v2/,https://images-assets.nasa.gov/image/0500974/0500974~large.jpg?w=1920&h=1594&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The STS-90 crew patch reflects the dedication of the mission to neuroscience in celebration of the decade of the brain. Earth is revealed through a neuron-shaped window, which symbolizes new perspectives in the understanding of nervous system development, structure and function, both here on Earth and in the microgravity environment of space. The Space Shuttle Columbia is depicted with its open payload bay doors revealing the Spacelab within. An integral component of the mission, the laboratory/science module provided by the European Space Agency (ESA), signifies the strong international involvement in the mission. The seven crew members and two alternate payload specialists, Chiaki Naito-Mukai and Alexander W. Dunlap, are represented by the nine major stars of the constellation Cetus (the whale) in recognition of the International Year of the Ocean. The distant stars illustrate the far reaching implications of the mission science to the many sponsoring agencies, helping prepare for long-duration space flight aboard the International Space Station (ISS). The moon and Mars are depicted to reflect the crew's recognition that those two celestial bodies will be the next great challenges in human exploration of space and represent the key role that life science research will play in supporting such missions."
https://www.nasa.gov/image-detail/sts091-s-001/,https://www.nasa.gov/wp-content/uploads/2023/04/sts091-s-001.jpg,STS-91 crew patch,The crew patch for the STS-91 mission depicts the rendezvous of the Space Shuttle Discovery with the Mir space station. The flags of the United States and Russia are displayed at the top of the patch and both countries are visible on Earth behind the two spacecraft. The names of the American crew members surround the insignia on the outer areas. Two thin golden streams flowing into the Alpha Magnetic Spectrometer (AMS) represent charged elementary particles.
https://www.nasa.gov/image-detail/amf-0500978-v2/,https://images-assets.nasa.gov/image/0500978/0500978~large.jpg?w=1545&h=1920&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The STS-95 patch, designed by the crew, is intended to reflect the scientific, engineering, and historic elements of the mission. The Space Shuttle Discovery is shown rising over the sunlit Earth limb, representing the global benefits of the mission science and the solar science objectives of the Spartan Satellite. The bold number '7' signifies the seven members of Discovery's crew and also represents a historical link to the original seven Mercury astronauts. The STS-95 crew member John Glenn's first orbital flight is represented by the Friendship 7 capsule. The rocket plumes symbolize the three major fields of science represented by the mission payloads: microgravity material science, medical research for humans on Earth and in space, and astronomy."
https://www.nasa.gov/image-detail/amf-0100851-v2/,https://images-assets.nasa.gov/image/0100851/0100851~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"Designed by the STS-88 crew members, this patch commemorates the first assembly flight to carry United States-built hardware for constructing the International Space Station (ISS). This flight's primary task was to assemble the cornerstone of the Space Station: the Node with the Functional Cargo Block (FGB). The rising sun symbolizes the dawning of a new era of international cooperation in space and the beginning of a new program: the International Space Station. The Earth scene outlines the countries of the Station Partners: the United States, Russia, those of the European Space Agency (ESA), Japan, and Canada. Along with the Pressurized Mating Adapters (PMA) and the Functional Cargo Block, the Node is shown in the final mated configuration while berthed to the Space Shuttle during the STS-88/2A mission. The Big Dipper Constellation points the way to the North Star, a guiding light for pioneers and explorers for generations. In the words of the crew, These stars symbolize the efforts of everyone, including all the countries involved in the design and construction of the International Space Station, guiding us into the future."
https://www.nasa.gov/image-detail/amf-0302211-v2/,https://images-assets.nasa.gov/image/0302211/0302211~large.jpg?w=1888&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"This is the astronaut designed mission insignia for the STS-96 space flight, the second Space Shuttle Mission dedicated to the assembly of the International Space Station (ISS). The crew member designed patch highlights the major themes of the Station program: Earth-directed research, the advancement of human space exploration, and international cooperation. The Space Shuttle Discovery is depicted shortly after reaching orbit as the crew prepares for the first docking with the new station. At this early stage in its construction, the ISS consisted of two modules; The Russian Zarya and the U.S. Unity, shown orbiting the Earth. The triangular shape represents building on the knowledge and experience of earlier missions, while the three vertical bars point toward future human endeavors in space. The five pointed star is symbolic of the five space agencies participating in the development of the ISS: NASA, the Russian Space Agency, the European Space Agency, the National Space Development Agency of Japan, and the Canadian Space Agency. The blend of red, white, and blue is a tribute to the nationalities of the STS-96 crew members who are from the United States, Russia, and Canada."
https://www.nasa.gov/image-detail/amf-sts093-s-001/,https://images-assets.nasa.gov/image/sts093-s-001/sts093-s-001~large.jpg?w=1920&h=1908&fit=clip&crop=faces%2Cfocalpoint,sts093-s-001,"STS093-S-001 (September 1998) --- This is the STS-93 mission insignia designed by the crew members. Space shuttle Columbia will carry the Advanced X-ray Astrophysics Facility (AXAF) into low Earth orbit initiating its planned five-year astronomy mission. AXAF is the third of NASA's great observatories, following the Hubble Space Telescope (HST) and the Compton Gamma Ray Observatory (GRO). AXAF will provide scientists and order-of magnitude improvement over current capabilities at X-ray wavelengths. In the words of the crew, ""Observations of X-ray emissions from energetic galaxies and clusters, as well as black holes, promise to greatly expand current understanding of the origin and evolution of our universe."" The patch depicts AXAF separating from the space shuttle Columbia after a successful deployment. A spiral galaxy is shown in the background as a possible target for AXAF observations. The two flags represent the international crew, consisting of astronauts from both the United States and France.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-0501025/,https://images-assets.nasa.gov/image/0501025/0501025~large.jpg?w=1920&h=1538&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"Designed by the crew members, the STS-103 emblem depicts the Space Shuttle Discovery approaching the Hubble Space Telescope (HST) prior to its capture and berthing. The purpose of the mission was to remove and replace some of the Telescope's older and out-of-date systems with newer, more reliable and more capable ones, and to make repairs to HST's exterior thermal insulation that had been damaged by more than nine years of exposure to the space environment. The horizontal and vertical lines centered on the Telescope symbolize the ability to reach and maintain a desired attitude in space, essential to the instrument's scientific operation. The preservation of this ability was one of the primary objectives of the mission. After the flight, the Telescope resumed its successful exploration of deep space and will continue to be used to study solar system objects, stars in the making, late phases of stellar evolution, galaxies and the early history of the universe. HST, as represented on this emblem was inspired by views from previous servicing missions, with its solar arrays illuminated by the Sun, providing a striking contrast with the blackness of space and the night side of Earth."
https://www.nasa.gov/image-detail/amf-0400059/,https://images-assets.nasa.gov/image/0400059/0400059~large.jpg?w=1587&h=1920&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The STS-99 crew members designed the flight insignia for the Shuttle Radar Topography Mission (SRTM), the most ambitious Earth mapping mission to date. Two radar anternas, one located in the Shuttle bay and the other located on the end of a 60-meter deployable mast, was used during the mission to map Earth's features. The goal was to provide a 3-dimensional topographic map of the world's surface up to the Arctic and Antarctic Circles. In the patch, the clear portion of Earth illustrates the radar beams penetrating its cloudy atmosphere and the unique understanding of the home planet that is provided by space travel. The grid on Earth reflects the mapping character of the SRTM mission. The patch depicts the Space Shuttle Endeavour orbiting Earth in a star spangled universe. The rainbow along Earth's horizon resembles an orbital sunrise. The crew deems the bright colors of the rainbow as symbolic of the bright future ahead because of human beings' venturing into space. The crew of six launched aboard the Space Shuttle Endeavor on February 11, 2000 and completed 222 hours of around the clock radar mapping gathering enough information to fill more than 20,000 CDs."
https://www.nasa.gov/image-detail/amf-0500987/,https://images-assets.nasa.gov/image/0500987/0500987~large.jpg?w=1920&h=1298&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"The STS-101 mission patch commemorates the third Space Shuttle flight supporting the assembly of the International Space Station (ISS). This flight's primary tasks were to outfit the ISS and extend its lifetime, to conduct a space walk to install external components in preparation for the docking of the Russian Service Module, Zvezda, and the arrival of the first ISS crew. The Space Shuttle is depicted in an orbit configuration prior to docking with the ISS. The ISS is depicted in the stage of assembly completed for the STS-101 mission, which consists of the United States built Unity module and the Russian-built Zarya module. The three large stars represent the third ISS mission in the assembly sequence. The elements and colors of the border reflect the flags of the nations represented by the STS-101 crew members, the United States, and Russia."
https://www.nasa.gov/image-detail/amf-sts106-s-001/,https://images-assets.nasa.gov/image/sts106-s-001/sts106-s-001~large.jpg?w=1853&h=1920&fit=clip&crop=faces%2Cfocalpoint,STS-106 insignia,"STS106-S-001 (April 2000) --- This is the crew patch for the STS-106 mission, which is the first shuttle flight to the International Space Station since the arrival of its newest component, the Russian-supplied Service Module Zvezda (Russian for star). Zvezda is depicted on the crew patch mated with the already orbiting Node 1 Unity module and Russian-built Functional Cargo Block, called Zarya (sunrise), with a Progress supply vehicle docked to the rear of the station. The International Space Station is shown in orbit with Earth above as it appears from the perspective of space. The Astronaut Office symbol, a star with three rays of light, provides a connection between the space shuttle Atlantis and the space station, much the same as the Space Shuttle Program is linked to the International Space Station during its construction and future research operations. Stylized versions of flags from Russia and the United States meet at the space station. They symbolize both the cooperation and joint efforts of the two countries during the development and deployment of the permanent outpost in space as well as the close relationship of the American and Russian crew members.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-0500976-v2/,https://images-assets.nasa.gov/image/0500976/0500976~large.jpg?w=1761&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"Designed by the crew members, the STS-92 patch symbolizes the second mission to carry U.S. built elements to the International Space Station (ISS) for assembly. The black silhouette of the Space Shuttle Discovery stands out against the deep blue background of space in low Earth orbit. In the foreground, in gray, is a profile view of the ISS as it appears when the shuttle and crew arrive, with the station consisting of the Unity node, its two Pressurized Mating Adapters (PMA), the Zarya functional cargo block, the Zvezda service module, and the Progress cargo vehicle. Following the shuttle's rendezvous and docking, the ISS configuration now augmented by the two elements delivered by Discovery, the Z1 truss and PMA-3. These two elements, depicted in red, were installed using the shuttle's robot arm and connected to ISS during four space walks. The multinational nature of both the STS-92 crew and the ISS are reflected in the multi-colored Astronaut Office symbol."
https://www.nasa.gov/image-detail/amf-0400390-v2/,https://images-assets.nasa.gov/image/0400390/0400390~large.jpg?w=1838&h=1920&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"This is the crew insignia for STS-97 which delivered, assembled, and activated the U.S. electrical power system onboard the International Space Station (ISS). The electrical power system, which is built into a 47-foot integrated truss structure known as P6, consists of solar arrays, radiators, batteries, and electronics. P6 was prepared for subsequent deployments of larger solar arrays and radiator, a critical step in the activation of the electrical power system that will eventually provide the power necessary for the first ISS crews to live and work in the U.S. segment. The crew patch depicts the space shuttle docked to the ISS in low Earth orbit after the activation of the P6 electrical power system. Gold and silver were used to highlight the portion of the ISS that were installed by the STS-97 crew. The sun, central to the design, is the source of energy for the ISS. The crew member names surround the outer border of the patch."
https://www.nasa.gov/image-detail/amf-0100629/,https://images-assets.nasa.gov/image/0100629/0100629~large.jpg?w=1366&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"This is the insignia for STS-98, which marks a major milestone in assembly of the International Space Station (ISS). Atlantis' crew delivered the United States Laboratory, Destiny, to the ISS. Destiny will be the centerpiece of the ISS, a weightless laboratory where expedition crews will perform unprecedented research in the life sciences, materials sciences, Earth sciences, and microgravity sciences. The laboratory is also the nerve center of the Station, performing guidance, control, power distribution, and life support functions. With Destiny's arrival, the Station will begin to fulfill its promise of returning the benefits of space research to Earth's citizens. The crew patch depicts the Space Shuttle with Destiny held high above the payload bay just before its attachment to the ISS. Red and white stripes, with a deep blue field of white stars, border the Shuttle and Destiny to symbolize the continuing contribution of the United States to the ISS. The constellation Hercules, seen just below Destiny, captures the Shuttle and Station's team efforts in bringing the promise of orbital scientific research to life. The reflection of Earth in Destiny's window emphasizes the connection between space exploration and life on Earth."
https://www.nasa.gov/image-detail/amf-0302481-v2/,https://images-assets.nasa.gov/image/0302481/0302481~large.jpg?w=1788&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"This is the STS-102 mission crew insignia. The central image on the crew patch depicts the International Space Station (ISS) in the build configuration that it had at the time of the arrival and docking of Discovery during the STS-102 mission, the first crew exchange flight to the Space Station. The station is shown along the direction of the flight as was seen by the shuttle crew during their final approach and docking, the so-called V-bar approach. The names of the shuttle crew members are depicted in gold around the top of the patch, and surnames of the Expedition crew members being exchanged are shown in the lower barner. The three ribbons swirling up to and around the station signify the rotation of these ISS crew members. The number 2 is for the Expedition 2 crew who flew up to the station, and the number 1 is for the Expedition 1 crew who then returned down to Earth. In conjunction with the face of the Lab module of the Station, these Expedition numbers create the shuttle mission number 102. Shown mated below the ISS is the Italian-built Multipurpose Logistics Module, Leonardo, that flew for the first time on this flight. The flags of the countries that were the major contributors to this effort, the United States, Russia, and Italy are also shown in the lower part of the patch. The build-sequence number of this flight in the overall station assembly sequence, 5A.1, is captured by the constellations in the background."
https://www.nasa.gov/image-detail/amf-sts100-s-001-v2/,https://images-assets.nasa.gov/image/sts100-s-001/sts100-s-001~large.jpg?w=1920&h=1903&fit=clip&crop=faces%2Cfocalpoint,The STS-100 mission insignia,"STS100-S-001 (December 2000) --- The STS-100/6A emblem reflects the complex interaction of robotics and extravehicular activity (EVA) on this mission. During the mission spacewalks will be conducted to deploy the International Space Station Robotic Manipulator System (SSRMS). The EVA helmet frames the patch, with the Canadian-built SSRMS shown below the visor. Reflected in the visor is the space shuttle Endeavour, with the International Space Station rising above the horizon at orbital sunrise. Endeavour’s payload bay houses a Spacelab pallet, itself holding the SSRMS and the Space Station Ultra High Frequency Antenna, and the Italian-built Multi-Purpose Logistics Module “Raffaello.” American, Russian, Canadian, and Italian astronauts compose the crew, and their flags are stylized in the lower portion of the emblem. Ten stars adorn the sky, representing the children of the STS-100 crew and the future of space exploration.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-sts104-s-001/,https://images-assets.nasa.gov/image/STS104-s-001/STS104-s-001~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,STS-104 Mission Patch,"STS104-S-001 (March 2001) --- STS-104, International Space Station (ISS) assembly mission 7A, marks the completion of the initial assembly phase of ISS. The 7A crew will install, activate, and perform the first spacewalk from the Joint Airlock. The Joint Airlock will enable crews to perform spacewalks in either United States or Russian spacesuits while recovering over 90 percent of the gases that were previously lost when airlocks were vented to the vacuum of space.  This patch depicts the launch of space shuttle Atlantis and the successful completion of the mission objectives as signified by the view of the ISS with the airlock installed. The astronaut symbol is displayed behind Atlantis as a tribute to the many crews that have gone before. The hard work, dedication, and teamwork of the airlock team is represented by the ISS components inside the payload bay which include the Joint Airlock and four high pressure gas tanks containing nitrogen and oxygen. In the words of a STS-104 crew spokesperson, ""The stars and stripes background is symbolic of the commitment of a nation to this challenging international endeavor and to our children who represent its future.""    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-0400201/,https://images-assets.nasa.gov/image/0400201/0400201~large.jpg?w=1785&h=1920&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"The STS-105 crew patch symbolizes the exchange of the Expedition Two and Expedition Three crews aboard the International Space Station (ISS). The three gold stars near the ascending orbiter represent the U.S. commanded Expedition Three Crew journeying into space, while the two gold stars near the descending orbiter represent the Russian commanded Expedition Two crew on their return to Earth. The ascending and descending Orbiters form a circle that represents both the crew rotation and the continuous presence in space aboard the station. The plumes of each orbiter represent the flags of the U.S. and Russia, symbolizing the close cooperation between the two nations. The Astronaut office symbol, a star with three rays of light, depicts the unbroken link between Earth and the brightest star on the horizon, the ISS. The names of Discovery's crew of four astronauts are shown along the border of the patch while the names of the Expedition crews are shown on the chevron at the bottom of the patch."
https://www.nasa.gov/image-detail/amf-0501029/,https://images-assets.nasa.gov/image/0501029/0501029~large.jpg?w=1852&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"This is the insignia for the STS-108 mission, which marked a major milestone in the assembly of the International Space Station (ISS) as the first designated Utilization Flight, UF-1. The crew of Endeavour delivered the Expedition Four crew to ISS and returned the Expedition Three crew to Earth. Endeavour launched with a Multi-Purpose Logistics Module (MPLM) that was berthed to the ISS and unloaded. The MPLM was returned to Endeavour for the trip home and used again on a later flight. The crew patch depicts Endeavour and the ISS in the configuration at the time of arrival and docking. The Station is shown viewed along the direction of flight as  seen by the Shuttle crew during their final approach and docking along the X-axis. The three ribbons and stars on the left side of the patch signify the returning Expedition Three crew. The red, white and blue order of the ribbons represents the American commander for that mission. The three ribbons and stars on the right depict the arriving Expedition Four crew. The white, blue, and red order of the Expedition Four ribbon matches the color of the Russian flag and signifies that the commander of Expedition Four is a Russian cosmonaut. Each white star in the center of the patch represents the four Endeavour crew members. The names of the four astronauts who crewed Endeavour are shown along the top border of the patch. The three astronauts and three cosmonauts of the two expedition crews are shown on the chevron at the bottom of the patch."
https://www.nasa.gov/image-detail/amf-0201791/,https://images-assets.nasa.gov/image/0201791/0201791~large.jpg?w=1587&h=1920&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"This is the insignia of the STS-109 Space Shuttle mission. Carrying a crew of seven, the Space Shuttle Orbiter Columbia was launched with goals of maintenance and upgrades to the Hubble Space Telescope (HST). The Marshall Space Flight Center had the responsibility for the design, development, and construction of the HST, which is the most complex and sensitive optical telescope ever made, to study the cosmos from a low-Earth orbit. The HST detects objects 25 times fainter than the dimmest objects seen from Earth and provides astronomers with an observable universe 250 times larger than is visible from ground-based telescopes, perhaps as far away as 14 billion light-years. The HST views galaxies, stars, planets, comets, possibly other solar systems, and even unusual phenomena such as quasars, with 10 times the clarity of ground-based telescopes. During the STS-109 mission, the telescope was captured and secured on a work stand in Columbia's payload bay using Columbia's robotic arm where four members of the crew performed five spacewalks completing system upgrades to the HST. Included in those upgrades were: The replacement of the solar array panels; replacement of the power control unit (PCU); replacement of the Faint Object Camera (FOC) with a new advanced camera for Surveys (ACS); and installation of the experimental cooling system for the Hubble's Near-Infrared Camera and Multi-object Spectrometer (NICMOS), which had been dormant since January 1999 when it original coolant ran out. Lasting 10 days, 22 hours, and 11 minutes, the STS-109 mission was the 27th flight of the Orbiter Columbia and the 108th flight overall in NASA's Space Shuttle Program."
https://www.nasa.gov/image-detail/amf-0302514/,https://images-assets.nasa.gov/image/0302514/0302514~large.jpg?w=1546&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"The STS-110 mission began the third and final phase of construction for the International Space Station (ISS) by delivering and installing the Starboard side S0 (S-zero) truss segment that was carried into orbit in the payload bay of the Space Shuttle Atlantis. The STS-110 crew patch is patterned after the cross section of the S0 truss, and encases the launch of the Shuttle Atlantis and a silhouette of the ISS as it will look following mission completion. The successfully installed S0 segment is highlighted in gold. The three prominent flames blasting from the shuttle emphasizes the first shuttle flight to use three Block II Main Engines."
https://www.nasa.gov/image-detail/amf-sts111-s-001/,https://images-assets.nasa.gov/image/sts111-s-001/sts111-s-001~large.jpg?w=1443&h=1920&fit=clip&crop=faces%2Cfocalpoint,STS-111 insignia,"STS111-S-001 (January 2002) --- The STS-111 patch symbolizes the hardware, people, and partner nations that contribute to the flight. The space shuttle rises on the plume of the Astronaut Office symbol, carrying the Canadian Mobile Base System (MBS) for installation while docked to the International Space Station (ISS). The mission is named UF-2 for ISS Utilization Flight number two.  The ISS orbit completes the Astronaut Office symbol and is colored red, white, and blue to represent the flags of the United States, Russia, France, and Costa Rica. The Earth background shows Italy, which contributes the Multi Purpose Logistics Module (MPLM) used on this flight to re-supply ISS. The ten stars in the sky represent the ten astronauts and cosmonauts on orbit during the flight, and the star at the top of the patch represents the Johnson Space Center, in the state of Texas, from which the flight is managed. The names of the STS-111 crew border the upper part of the patch, and the Expedition Five (going up) and Expedition Four (coming down) crews? names form the bottom of the patch.    The NASA insignia design for space shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced. Photo credit: NASA"
https://www.nasa.gov/image-detail/amf-0302378/,https://images-assets.nasa.gov/image/0302378/0302378~large.jpg?w=1536&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"The STS-112 emblem symbolizes the ninth assembly mission (9A) to the International Space Station (ISS), the flight designed to deliver and install the Starboard 1 (S1) Truss segment. The emblem depicts the ISS from the viewpoint of a departing Shuttle, with the newly installed S1 truss outlined in red. A gold trail represents a portion of the Shuttle rendezvous trajectory. Where the trajectory meets the ISS, a nine-pointed star represents the 6 shuttle and 3 ISS crew members who together completed the S1 truss installation. The trajectory continues beyond the ISS, ending in a 6 pointed star representing the Atlantis STS-112 crew of six, whose names appear around the border."
https://www.nasa.gov/image-detail/amf-0203318/,https://images-assets.nasa.gov/image/0203318/0203318~large.jpg?w=1920&h=1536&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"This is the crew patch for the Shuttle Endeavor STS-113 mission, the 16th American assembly flight, and 112th overall American flight to the International Space Station (ISS). STS-113 mission objectives included the delivery of the Expedition Six Crew to the ISS, the return of Expedition Five back to Earth, and the installation and activation of the Port 1 Integrated Truss Assembly (P1). The first major component installed on the left side of the Station, the P1 truss provides an additional three External Thermal Control System radiators. Three space walks, aided by the use of the Robotic Manipulator Systems of both the Shuttle and the Station, were performed in the installation of P1. Also, more than 2,500 pounds (1,134 kilograms) of cargo were transferred between the Shuttle and Station. The Space Shuttle Orbiter Endeavor launched on November 23, 2002 from Kennedy's launch pad 39A and returned 11 days later on December 4, 2002. The patch depicts the Space Shuttle Endeavour docked to the ISS during the installation of the P1 truss with the gold astronaut symbol in the background. The seven stars at the top left center of the patch are the seve brightest stars in the constellation Orion. They represent the combined seven crew members (four Shuttle and three Expedition Six). The three stars to the right of the astronaut symbol represent the returning Expedition Five crew members. The Roman Numeral CXIII represents the mission number 113."
https://www.nasa.gov/image-detail/amf-0300308/,https://images-assets.nasa.gov/image/0300308/0300308~large.jpg?w=1563&h=1920&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"This is the insignia for the STS-107 mission which is a multidiscipline microgravity and Earth science research mission involving 80-plus International experiments to be performed by a crew of seven during the 16-day mission. The breadth of science conducted on this mission will have widespread benefits to life on Earth. Many of the experiments will be managed by the Marshall Space Flight Center in Huntsville, Alabama. The first shuttle mission in 2003, the STS-107 mission launched January 16, 2003, for the 28th flight of the Space Shuttle Orbiter Columbia and the 113th flight overall in NASA's Space Shuttle program."
https://www.nasa.gov/image-detail/amf-ksc-02pd2065/,https://images-assets.nasa.gov/image/KSC-02pd2065/KSC-02pd2065~large.jpg?w=1920&h=1489&fit=clip&crop=faces%2Cfocalpoint,STS-114 Mission Insignia,"JOHNSON SPACE CENTER, Houston -  The STS-114 patch design signifies the return of the Space Shuttle to flight and honors the memory of the STS-107 Columbia crew. The blue Shuttle rising above Earth’s horizon includes the Columbia constellation of seven stars, echoing the STS-107 patch and commemorating the seven members of that mission. The crew of STS-114 will carry the memory of their friends on Columbia and the legacy of their mission back into Earth orbit. The dominant design element of the STS-114 patch is the planet Earth, which represents the unity and dedication of the many people whose efforts allows the Shuttle to safely return to flight. Against the background of the Earth at night, the blue orbit represents the International Space Station (ISS), with the EVA crewmembers named on the orbit. The red sun on the orbit signifies the contributions of the Japanese Space Agency to the mission and to the ISS program. The multi-colored Shuttle plume represents the broad spectrum of challenges for this mission, including Shuttle inspection and repair experiments, and International Space Station re-supply and repair. The NASA insignia design for Shuttle flights is reserved for use by the astronauts and for other official use as the NASA Administrator may authorize. Public availability has been approved only in the forms of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, the change will be publicly announced."
https://www.nasa.gov/image-detail/amf-05pd1929/,https://images-assets.nasa.gov/image/05pd1929/05pd1929~large.jpg?w=1920&h=1920&fit=clip&crop=faces%2Cfocalpoint,STS-121 Crew Patch,"JOHNSON SPACE CENTER, HOUSTON - STS121-S-001 (June 2005) --- The STS-121 patch depicts the Space Shuttle Atlantis docked with the International Space Station (ISS) in the foreground, overlaying the astronaut symbol with three gold columns and a gold star. The ISS is shown in the configuration that it will be in during the STS-121 mission. The background shows the nighttime Earth with a dawn breaking over the horizon. STS-121, ISS mission ULF1.1, is the final Shuttle Return to Flight test mission. This utilization and logistics flight will bring a Multi-Purpose Logistics Module (MPLM) to the ISS with several thousand pounds of new supplies and experiments. In addition, some new Orbital Replacement Units (ORUs) will be delivered and stowed externally on ISS on a special pallet. These ORUs are spares for critical machinery located on the outside of the ISS. During this mission the crew will also carry out testing of Shuttle inspection and repair hardware, as well as evaluate operational techniques and concepts for conducting on-orbit inspection and repair. The NASA insignia design for Shuttle space flights is reserved for use by the astronauts and other official use as the NASA Administrator may authorize. Public availability has been approved only in the form of illustrations by the various news media. When and if there is any change in this policy, which is not anticipated, such will be publicly announced."
https://www.nasa.gov/image-detail/amf-0601080/,https://images-assets.nasa.gov/image/0601080/0601080~large.jpg?w=1536&h=1920&fit=clip&crop=faces%2Cfocalpoint,International Space Station (ISS),"This is the STS-115 insignia. This mission continued the assembly of the International Space Station (ISS) with the installation of the truss segments P3 and P4. Following the installation of the segments utilizing both the shuttle and the station robotic arms, a series of three space walks completed the final connections and prepared for the deployment of the station's second set of solar arrays. To reflect the primary mission of the flight, the patch depicts a solar panel as the main element. As the Space Shuttle Atlantis launches towards the ISS, its trail depicts the symbol of the Astronaut Office. The star burst, representing the power of the sun, rises over the Earth and shines on the solar panel. The shuttle flight number 115 is shown at the bottom of the patch, along with the ISS assembly designation 12A (the 12th American assembly mission). The blue Earth in the background reminds us of the importance of space exploration and research to all of Earth's inhabitants."
https://www.nasa.gov/image-detail/amf-0601386/,https://images-assets.nasa.gov/image/0601386/0601386~large.jpg?w=1386&h=1920&fit=clip&crop=faces%2Cfocalpoint,Space Shuttle Projects,"Signifying the continuing assembly of the International Space Station (ISS), the STS-116 crew patch depicts the space shuttle rising above the Earth and the ISS. The United States and Swedish flags trail the orbiter, depicting the international composition of the STS-116 crew. The seven stars of the constellation Ursa Major are used to provide direction to the North Star, which is superimposed over the installation location of the P5 truss on ISS."
