patch_url,mission_name,description,launch_date
http://www.seasky.org/space-exploration/assets/patches/TMA-06M.png,Soyuz TMA-06M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","October 23, 2012"
http://www.seasky.org/space-exploration/assets/patches/TMA-07M.png,Soyuz TMA-07M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","December 19, 2012"
http://www.seasky.org/space-exploration/assets/patches/TMA-08M.png,Soyuz TMA-08M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","March 28, 2013"
http://www.seasky.org/space-exploration/assets/patches/TMA-09M.png,Soyuz TMA-09M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","May 28, 2013"
http://www.seasky.org/space-exploration/assets/patches/TMA-10M.png,Soyuz TMA-10M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","September 25, 2013"
http://www.seasky.org/space-exploration/assets/patches/TMA-11M.png,Soyuz TMA-11M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","November 7, 2013"
http://www.seasky.org/space-exploration/assets/patches/TMA-12M.png,Soyuz TMA-12M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","March 25, 2014"
http://www.seasky.org/space-exploration/assets/patches/TMA-13M.png,Soyuz TMA-13M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","May 28, 2014"
http://www.seasky.org/space-exploration/assets/patches/TMA-14M.png,Soyuz TMA-14M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","September 25, 2014"
http://www.seasky.org/space-exploration/assets/patches/TMA-15M.png,Soyuz TMA-15M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","November 23, 2014"
http://www.seasky.org/space-exploration/assets/patches/TMA-16M.png,Soyuz TMA-16M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","March 27, 2015"
http://www.seasky.org/space-exploration/assets/patches/TMA-17M.png,Soyuz TMA-17M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","July 22, 2015"
http://www.seasky.org/space-exploration/assets/patches/TMA-18M.png,Soyuz TMA-18M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","September 2, 2015"
http://www.seasky.org/space-exploration/assets/patches/TMA-19M.png,Soyuz TMA-19M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","December 15, 2015"
http://www.seasky.org/space-exploration/assets/patches/TMA-20M.png,Soyuz TMA-20M,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","March 19, 2016"
http://www.seasky.org/space-exploration/assets/patches/MS-01.png,Soyuz MS-01,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","July 7, 2016"
http://www.seasky.org/space-exploration/assets/patches/MS-02.png,Soyuz MS-02,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","October 19, 2016"
http://www.seasky.org/space-exploration/assets/patches/MS-03.png,Soyuz MS-03,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","November 17, 2016"
http://www.seasky.org/space-exploration/assets/patches/MS-04.png,Soyuz MS-04,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","April 20, 2017"
http://www.seasky.org/space-exploration/assets/patches/MS-05.png,Soyuz MS-05,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","July 28, 2017"
http://www.seasky.org/space-exploration/assets/patches/MS-06.png,Soyuz MS-06,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","September 12, 2016"
http://www.seasky.org/space-exploration/assets/patches/MS-07.png,Soyuz MS-07,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","December 17, 2017"
http://www.seasky.org/space-exploration/assets/patches/MS-08.png,Soyuz MS-08,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","March 21, 2018"
http://www.seasky.org/space-exploration/assets/patches/MS-09.png,Soyuz MS-09,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","June 6, 2018"
http://www.seasky.org/space-exploration/assets/patches/MS-10.png,Soyuz MS-10,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","October 11, 2018"
http://www.seasky.org/space-exploration/assets/patches/MS-11.png,Soyuz MS-11,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","December 3, 2018"
http://www.seasky.org/space-exploration/assets/patches/MS-12.png,Soyuz MS-12,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","March 14, 2019"
http://www.seasky.org/space-exploration/assets/patches/MS-13.png,Soyuz MS-13,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","July 20, 2018"
http://www.seasky.org/space-exploration/assets/patches/MS-14.png,Soyuz MS-14,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","August 22, 2018"
http://www.seasky.org/space-exploration/assets/patches/MS-15.png,Soyuz MS-15,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","September 25, 2019"
http://www.seasky.org/space-exploration/assets/patches/MS-16.png,Soyuz MS-16,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","April 9, 2020"
http://www.seasky.org/space-exploration/assets/patches/MS-17.png,Soyuz MS-17,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","October 14, 2020"
http://www.seasky.org/space-exploration/assets/patches/MS-18.png,Soyuz MS-18,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","April 9, 2021"
http://www.seasky.org/space-exploration/assets/patches/MS-19.png,Soyuz MS-20,"TheInternational Space Station(ISS) receives visitors from many countries. The Russian Soyuz program has served as a transportation system for astronauts and cosmonauts to the station since 2002. The Soyuz program uses their own mission patches for each of their missions to the station. The first Soyuz flight to the space station was TM-31, launched on October 31, 2000. It brought the first long-duration crew to the station. Known as Expedition 1, this crew consisted of two Russian cosmonauts and one American astronaut. On October, 2002, mission TMA-1 saw a new class of Soyuz spacecraft known as a TMA class. The Soyuz is a three seat spacecraft used to shuttle astronauts to the International Space Station. A Soyuz spacecraft also stays connected to the station at all times in case of an emergency evacuation. This vehicle attached to the station must be changed out every six months because of fuel limitations. Missions to replace this emergency vehicle has come to be known as ""taxi flights"".","December 8, 2021"
http://www.seasky.org/space-exploration/assets/patches/TM-3.png,Soyuz T-3,"Mirwas a space station that operated in low Earth orbit from 1986 to 2001. It was initially owned and operated by the Soviet Union and then later by Russia. It was the successor to the Salyut program which operated 6 smaller stations over a period of 15 years from 1971 to 1986. Mir was the first modular space station to be assembled in orbit. A total of 7 modules were required to complete the station.  The first module was placed into orbit in  1986 and the station was completed in 1996. Mir held the record for the largest artificial satellite orbiting the Earth until  the International Space Station was completed. Crews were carried to and from the Mir station aboard Soyuz spacecraft. During the later years of the project, Mir was visited by a number of US Space Shuttles. Shuttle Discovery was the first to visit the station during mission STS-63 in 1995. A total of 11 Space Shuttle missions visited the station during the Shuttle-Mir program. Soyuz mission TM-30 was the last spacecraft to visit the station on April 4, 2000. Funding to keep the aging station operational was running out. After 15 years in orbit, Mir was deorbited on March 23, 2001. The majority of the station's fragments crashed into the Pacific ocean. However, one small piece of the station was recovered near the city of Boston.","July 22, 1987"
http://www.seasky.org/space-exploration/assets/patches/TM-5.png,Soyuz TM-5,"Mirwas a space station that operated in low Earth orbit from 1986 to 2001. It was initially owned and operated by the Soviet Union and then later by Russia. It was the successor to the Salyut program which operated 6 smaller stations over a period of 15 years from 1971 to 1986. Mir was the first modular space station to be assembled in orbit. A total of 7 modules were required to complete the station.  The first module was placed into orbit in  1986 and the station was completed in 1996. Mir held the record for the largest artificial satellite orbiting the Earth until  the International Space Station was completed. Crews were carried to and from the Mir station aboard Soyuz spacecraft. During the later years of the project, Mir was visited by a number of US Space Shuttles. Shuttle Discovery was the first to visit the station during mission STS-63 in 1995. A total of 11 Space Shuttle missions visited the station during the Shuttle-Mir program. Soyuz mission TM-30 was the last spacecraft to visit the station on April 4, 2000. Funding to keep the aging station operational was running out. After 15 years in orbit, Mir was deorbited on March 23, 2001. The majority of the station's fragments crashed into the Pacific ocean. However, one small piece of the station was recovered near the city of Boston.","June 7, 1988"
